how many noun0 of the noun1 be old than value ?    select count ( * ) from noun0 where age > value 
which propn0 have more than 1 noun1 at a noun2 ? noun3 the -PRON- , noun4 and the noun5 of noun6 .    select t1 . department_id , t1 . noun4 , count ( * ) from management as t2 join propn0 as t1 on t1 . department_id = t2 . department_id group by t1 . department_id have count ( * ) > value 
which noun0 's noun1 have the substre ' ' ? noun2 the -PRON- and noun3 .    select head_id , noun3 from noun0 where noun3 like value 
how many noun0 be there ?    select count ( * ) from noun0 
propn0 the noun1 of noun2 .    select count ( * ) from noun2 
noun0 the propn1 noun2 of noun3 on noun4 in ascend noun5 .    select total_horses from noun4 noun5 by total_horses asc 
what be the propn0 noun1 noun2 for each noun3 , sorted ascend ?    select total_horses from noun3 order by total_horses asc 
what be the noun0 of noun1 whose noun2 be not ` noun3 '' ?    select noun0 from farm_competition where noun2 ! = value 
noun0 the noun1 of noun2 for which the noun3 be not noun4 ?    select noun1 from farm_competition where noun3 ! = value 
what be the noun0 of noun1 noun2 sorted by noun3 in ascend noun4 ?    select noun0 from farm_competition noun4 by year asc 
noun0 the noun1 of noun2 noun3 , sorted by noun4 ascend .    select noun1 from farm_competition order by year asc 
what be the average noun0 of work noun1 of noun2 with more than value propn3 noun4 of noun5 ?    select avg ( working_horses ) from noun2 where total_horses > value 
give the average noun0 of work noun1 on noun2 with more than value propn3 noun4 .    select avg ( working_horses ) from noun2 where total_horses > value 
what be the maximum and minimum noun0 of noun1 across all noun2 .    select max ( noun1 ) , min ( noun1 ) from noun2 
noun0 the maximum and minimum noun1 of noun2 across all noun3 .    select max ( noun2 ) , min ( noun2 ) from noun3 
how many different noun0 do noun1 have ?    select count ( distinct noun0 ) from noun1 
propn0 the noun1 of different noun2 .    select count ( distinct noun2 ) from city 
noun0 propn1 noun2 of noun3 in descend noun4 of noun5 .    select official_name from noun3 noun4 by noun5 desc 
what be the propn0 noun1 of noun2 , order descend by noun3 ?    select official_name from noun2 order by noun3 desc 
noun0 the propn1 noun2 and propn3 of the noun4 with the large noun5 .    select official_name , propn3 from noun4 order by noun5 desc limit value 
what be the propn0 noun1 and propn2 of the noun3 with the most noun4 ?    select official_name , propn2 from noun3 order by population desc limit value 
show the noun0 and the propn1 noun2 of the noun3 noun4 of noun5 .    select t2 . year , t1 . official_name from noun4 as t1 join farm_competition as t2 on t1 . city_id = t2 . host_city_id 
give the noun0 and propn1 noun2 of the noun3 of each noun4 .    select t2 . year , t1 . official_name from noun3 as t1 join farm_competition as t2 on t1 . city_id = t2 . host_city_id 
show the propn0 noun1 of the noun2 that have host more than value noun3 .    select t1 . official_name from noun2 as t1 join farm_competition as t2 on t1 . city_id = t2 . host_city_id group by t2 . host_city_id have count ( * ) > value 
what be the propn0 noun1 of noun2 that have host more than value noun3 ?    select t1 . official_name from noun2 as t1 join farm_competition as t2 on t1 . city_id = t2 . host_city_id group by t2 . host_city_id have count ( * ) > value 
show the propn0 of the noun1 that have host the great noun2 of noun3 .    select t1 . propn0 from noun1 as t1 join farm_competition as t2 on t1 . city_id = t2 . host_city_id group by t2 . host_city_id order by count ( * ) desc limit value 
what be the propn0 of the noun1 that have host the most noun2 ?    select t1 . propn0 from noun1 as t1 join farm_competition as t2 on t1 . city_id = t2 . host_city_id group by t2 . host_city_id order by count ( * ) desc limit value 
please propn0 the noun1 of noun2 with noun3 noun4 have noun5 large than value .    select t2 . noun1 from noun4 as t1 join farm_competition as t2 on t1 . city_id = t2 . host_city_id where t1 . noun5 > value 
what be the noun0 of noun1 that have correspond noun2 noun3 with more than value noun4 ?    select t2 . noun0 from noun3 as t1 join farm_competition as t2 on t1 . city_id = t2 . host_city_id where t1 . population > value 
please propn0 the different noun1 of noun2 and the average noun3 of noun4 with each propn5 .    select propn5 , avg ( noun3 ) from noun4 group by propn5 
what be the noun0 and average noun1 of each noun2 ?    select noun0 , avg ( noun1 ) from noun2 group by noun0 
please propn0 the different noun1 , order by the noun2 of noun3 that have each .    select noun1 from noun3 group by noun1 order by count ( * ) asc 
noun0 the different noun1 of noun2 , ascend by propn3 .    select noun1 from noun2 group by noun1 order by count ( * ) asc 
noun0 the most common noun1 of propn2 across noun3 .    select status from noun3 group by status order by count ( * ) desc limit value 
what be the most common propn0 across all noun1 ?    select propn0 from noun1 group by propn0 order by count ( * ) desc limit value 
noun0 the propn1 noun2 of noun3 that have not hold any noun4 .    select official_name from noun3 where city_id not in ( select host_city_id from farm_competition ) 
what be the propn0 noun1 of noun2 that have not host a noun3 noun4 ?    select official_name from noun2 where city_id not in ( select host_city_id from farm_competition ) 
show the propn0 share by noun1 with noun2 big than value and small than value .    select propn0 from noun1 where noun2 > value intersect select propn0 from noun1 where noun2 < value 
which noun0 propn1 to both noun2 that have a noun3 over value and noun4 that have a noun5 low than value ?    select noun0 from noun4 where noun5 > value intersect select noun0 from noun4 where noun5 < value 
find the propn0 noun1 of noun2 with noun3 big than value or small than value .    select official_name from noun2 where noun3 > value or noun3 < value 
what be the propn0 noun1 of noun2 that have noun3 over value or less than value ?    select official_name from noun2 where noun3 > value or noun3 < value 
show the propn0 rank of noun1 whose propn2 be not ` noun3 '' .    select census_ranking from noun1 where propn2 ! = value 
what be the propn0 noun1 of noun2 that do not have the propn3 ` noun4 '' ?    select census_ranking from noun2 where propn3 ! = value 
which course have most noun0 of register noun1 ?    select t1 . course_name from course as t1 join student_course_registration as t2 on t1 . course_id = t2 . course_id group by t1 . course_id order by count ( * ) desc limit value 
what be the noun0 of the course with the most register noun1 ?    select t1 . course_name from course as t1 join student_course_registration as t2 on t1 . course_id = t2 . course_id group by t1 . course_id order by count ( * ) desc limit value 
what be -PRON- of noun0 who register some noun1 but the least noun2 of noun3 in these noun4 ?    select student_id from student_course_registration group by student_id order by count ( * ) limit value 
what be the propn0 of the noun1 who register for some noun2 but have the least noun3 of noun4 for all noun5 ?    select student_id from student_course_registration group by student_id order by count ( * ) limit value 
what be the first noun0 and last noun1 of all noun2 ?    select t2 . first_name , t2 . last_name from noun2 as t1 join people as t2 on t1 . candidate_id = t2 . person_id 
what be the first and last noun0 of all the noun1 ?    select t2 . first_name , t2 . last_name from noun1 as t1 join people as t2 on t1 . candidate_id = t2 . person_id 
noun0 the -PRON- of noun1 who never propn2 noun3 ?    select student_id from noun1 where student_id not in ( select student_id from student_course_attendance ) 
what be the propn0 of every noun1 who have never attend a course ?    select student_id from noun1 where student_id not in ( select student_id from student_course_attendance ) 
noun0 the -PRON- of noun1 who attend some noun2 ?    select student_id from student_course_attendance 
what be the propn0 of all noun1 who have attend at least value course ?    select student_id from student_course_attendance 
what be the propn0 of all noun1 for noun2 and what be the noun3 of those noun4 ?    select t1 . student_id , t2 . course_name from student_course_registration as t1 join noun4 as t2 on t1 . course_id = t2 . course_id 
what be noun0 of the noun1 who most recently register course ?    select t2 . student_detail from student_course_registration as t1 join noun1 as t2 on t1 . student_id = t2 . student_id order by t1 . registration_date desc limit value 
what noun0 do -PRON- have on the noun1 who register for noun2 most recently ?    select t2 . student_detail from student_course_registration as t1 join noun1 as t2 on t1 . student_id = t2 . student_id order by t1 . registration_date desc limit value 
how many noun0 attend course propn1 ?    select count ( * ) from course as t1 join student_course_attendance as t2 on t1 . course_id = t2 . course_id where t1 . course_name = value 
how many noun0 be attend propn1 noun2 ?    select count ( * ) from noun2 as t1 join student_course_attendance as t2 on t1 . course_id = t2 . course_id where t1 . course_name = value 
how many noun0 do the noun1 whose -PRON- be 171 attend ?    select count ( * ) from noun0 as t1 join student_course_attendance as t2 on t1 . course_id = t2 . course_id where t2 . student_id = value 
how many noun0 do the noun1 with -PRON- 171 actually attend ?    select count ( * ) from noun0 as t1 join student_course_attendance as t2 on t1 . course_id = t2 . course_id where t2 . student_id = value 
find -PRON- of the noun0 whose noun1 be propn2 @ example.org ?    select t2 . candidate_id from people as t1 join noun0 as t2 on t1 . person_id = t2 . candidate_id where t1 . email_address = value 
what be the -PRON- of the noun0 whose noun1 be propn2 @ example.org ?    select t2 . candidate_id from people as t1 join noun0 as t2 on t1 . person_id = t2 . candidate_id where t1 . email_address = value 
find -PRON- of the noun0 who most recently access the course ?    select candidate_id from candidate_assessments order by assessment_date desc limit value 
what be the -PRON- of the noun0 who most recently access the course ?    select candidate_id from candidate_assessments order by assessment_date desc limit value 
what be noun0 of the noun1 who register the most noun2 of noun3 ?    select t1 . student_detail from noun1 as t1 join student_course_registration as t2 on t1 . student_id = t2 . student_id group by t1 . student_id order by count ( * ) desc limit value 
what be the noun0 of the noun1 who register for the most noun2 of noun3 ?    select t1 . student_detail from noun1 as t1 join student_course_registration as t2 on t1 . student_id = t2 . student_id group by t1 . student_id order by count ( * ) desc limit value 
noun0 the -PRON- of noun1 who register some noun2 and the noun3 of -PRON- register noun4 ?    select t1 . student_id , count ( * ) from noun1 as t1 join student_course_registration as t2 on t1 . student_id = t2 . student_id group by t1 . student_id 
for every noun0 who be register for some course , how many noun1 be -PRON- register for ?    select t1 . student_id , count ( * ) from noun0 as t1 join student_course_registration as t2 on t1 . student_id = t2 . student_id group by t1 . student_id 
how many registe noun0 do each course have ? noun1 course noun2 and the noun3 of -PRON- register noun4 ?    select t3 . course_name , count ( * ) from noun4 as t1 join student_course_registration as t2 on t1 . student_id = t2 . student_id join course as t3 on t2 . course_id = t3 . course_id group by t2 . course_id 
for each course -PRON- , how many noun0 be register and what be the course noun1 ?    select t3 . course_name , count ( * ) from noun0 as t1 join student_course_registration as t2 on t1 . student_id = t2 . student_id join course as t3 on t2 . course_id = t3 . course_id group by t2 . course_id 
find -PRON- of noun0 whose noun1 propn2 be ` pass '' ?    select candidate_id from candidate_assessments where asessment_outcome_code = value 
what be the propn0 of the noun1 that have an propn2 propn3 of pass ?    select candidate_id from candidate_assessments where asessment_outcome_code = value 
find the noun0 propn1 noun2 of the noun3 whose noun4 propn5 be ` fail '' ?    select t3 . cell_mobile_number from noun3 as t1 join candidate_assessments as t2 on t1 . candidate_id = t2 . candidate_id join people as t3 on t1 . candidate_id = t3 . person_id where t2 . asessment_outcome_code = value 
what be the noun0 noun1 noun2 of the noun3 that receive an noun4 propn5 of ` fail '' ?    select t3 . cell_mobile_number from noun3 as t1 join candidate_assessments as t2 on t1 . candidate_id = t2 . candidate_id join people as t3 on t1 . candidate_id = t3 . person_id where t2 . asessment_outcome_code = value 
what be the -PRON- of noun0 who register course value ?    select student_id from student_course_attendance where course_id = value 
what be the propn0 of the noun1 who register for course value ?    select student_id from student_course_attendance where course_id = value 
what be the -PRON- of the noun0 who most recently register course value ?    select student_id from student_course_attendance where course_id = value order by date_of_attendance desc limit value 
what be the propn0 of the noun1 who register for course value most recently ?    select student_id from student_course_attendance where course_id = value order by date_of_attendance desc limit value 
find propn0 noun1 of noun2 of noun3 ?    select propn0 t1 . noun1 from noun2 as t1 join people_addresses as t2 on t1 . address_id = t2 . address_id 
what be the different noun0 where noun1 live ?    select distinct t1 . noun0 from address as t1 join people_addresses as t2 on t1 . address_id = t2 . address_id 
find propn0 noun1 of noun2 of noun3 ?    select propn0 t1 . noun1 from noun2 as t1 join people_addresses as t2 on t1 . address_id = t2 . address_id join noun3 as t3 on t2 . person_id = t3 . student_id 
what be the different noun0 where noun1 live ?    select distinct t1 . noun0 from address as t1 join people_addresses as t2 on t1 . address_id = t2 . address_id join noun1 as t3 on t2 . person_id = t3 . student_id 
noun0 the noun1 of noun2 in alphabetical noun3 ?    select course_name from noun2 noun3 by course_name 
what be the noun0 of the noun1 in alphabetical noun2 ?    select course_name from noun1 noun2 by course_name 
noun0 the first noun1 of noun2 in alphabetical noun3 ?    select first_name from noun2 noun3 by first_name 
what be the first noun0 of the noun1 in alphabetical noun2 ?    select first_name from noun1 noun2 by first_name 
what be the -PRON- of noun0 who register noun1 or attend noun2 ?    select student_id from student_course_registration union select student_id from student_course_attendance 
what be the propn0 of the noun1 who either register or attend a course ?    select student_id from student_course_registration union select student_id from student_course_attendance 
find the -PRON- of noun0 which be register or attend by noun1 whose -PRON- be value ?    select course_id from student_course_registration where student_id = value union select course_id from student_course_attendance where student_id = value 
what be the propn0 of the noun1 that be register or attend by the noun2 whose -PRON- be value ?    select course_id from student_course_registration where student_id = value union select course_id from student_course_attendance where student_id = value 
what be all propn0 of noun1 who register noun2 but not attend noun3 ?    select * from student_course_registration where student_id not in ( select student_id from student_course_attendance ) 
what be all noun0 of the noun1 who register but do not attend any course ?    select * from student_course_registration where student_id not in ( select student_id from student_course_attendance ) 
noun0 the -PRON- of noun1 who register course noun2 in the noun3 of noun4 noun5 .    select t2 . student_id from course as t1 join student_course_registration as t2 on t1 . course_id = t2 . course_id where t1 . course_name = value noun3 by t2 . registration_date 
what be the propn0 of the noun1 who register course noun2 by noun3 of noun4 noun5 ?    select t2 . student_id from course as t1 join student_course_registration as t2 on t1 . course_id = t2 . course_id where t1 . course_name = value noun3 by t2 . registration_date 
noun0 the -PRON- of noun1 who attend noun2 noun3 in the noun4 of noun5 noun6 .    select t2 . student_id from noun3 as t1 join student_course_attendance as t2 on t1 . course_id = t2 . course_id where t1 . course_name = value noun4 by t2 . date_of_attendance 
what be the propn0 of the noun1 who attend noun2 in the noun3 propn4 in noun5 of noun6 noun7 .    select t2 . student_id from noun2 as t1 join student_course_attendance as t2 on t1 . course_id = t2 . course_id where t1 . course_name = value noun5 by t2 . date_of_attendance 
give -PRON- the noun0 when the propn1 noun2 be high than value .    select date from weather where max_temperature_f > value 
what be the noun0 with a maximum noun1 high than value ?    select date from weather where max_temperature_f > value 
what be the noun0 of noun1 that have propn2 low than value ?    select noun0 from noun1 where lat < value 
what be the noun0 of all noun1 with a propn2 small than value ?    select noun0 from noun1 where lat < value 
for each noun0 , noun1 the high propn2 among -PRON- noun3 .    select noun0 , max ( lat ) from noun3 group by noun0 
for each noun0 , what be the high propn1 for -PRON- noun2 ?    select noun0 , max ( lat ) from noun2 group by noun0 
give -PRON- the start noun0 and noun1 noun2 for the propn3 with the value old -PRON- .    select start_station_name , end_station_name from trip order by -PRON- limit value 
what be the noun0 noun1 and noun2 noun3 for the propn4 with the value small propn5 ?    select start_station_name , end_station_name from trip order by -PRON- limit value 
what be the average propn0 and propn1 of noun2 locate in propn3 propn4 noun5 ?    select avg ( lat ) , avg ( long ) from noun2 where noun5 = value 
what be the average propn0 and propn1 in propn2 propn3 ?    select avg ( lat ) , avg ( long ) from station where city = value 
what be the -PRON- of the noun0 that have the short noun1 ?    select -PRON- from noun0 order by noun1 limit value 
what be the -PRON- of the short noun0 ?    select -PRON- from noun0 order by duration limit value 
what be the propn0 and maximum noun1 of propn2 with noun3 -PRON- value ?    select sum ( noun1 ) , max ( noun1 ) from trip where bike_id = value 
what be the propn0 and maximum noun1 for all propn2 with the noun3 -PRON- value ?    select sum ( noun1 ) , max ( noun1 ) from trip where bike_id = value 
for each noun0 propn1 , noun2 the average propn3 noun4 of propn5 there .    select zip_code , avg ( mean_temperature_f ) from weather where date like value group by zip_code 
for each noun0 propn1 , what be the average propn2 noun3 for all noun4 that start with ' ' ?    select zip_code , avg ( mean_temperature_f ) from weather where date like value group by zip_code 
from the noun0 noun1 , find the noun2 of unique noun3 .    select count ( distinct bike_id ) from noun0 
how many different noun0 propn1 be there ?    select count ( distinct bike_id ) from trip 
what be the noun0 of propn1 noun2 the noun3 be locate at ?    select count ( propn1 noun2 ) from noun3 
how many different noun0 have these noun1 ?    select count ( distinct noun0 ) from noun1 
how many noun0 do noun1 propn2 noun3 have ?    select count ( * ) from noun0 where noun3 = value 
how many noun0 be in noun1 propn2 ?    select count ( * ) from noun0 where city = value 
noun0 the unique noun1 for noun2 that have ever have 7 noun3 available .    select distinct t1 . noun1 from noun2 as t1 join status as t2 on t1 . -PRON- = t2 . station_id where t2 . bikes_available = value 
what be the different noun0 for each noun1 that have ever have 7 noun2 available ?    select distinct t1 . noun0 from noun1 as t1 join status as t2 on t1 . -PRON- = t2 . station_id where t2 . bikes_available = value 
which start noun0 have the most propn1 start from propn2 ? give -PRON- the noun3 and -PRON- of the noun4 .    select start_station_name , start_station_id from trip where start_date like value group by start_station_name order by count ( * ) desc limit value 
what be the start noun0 's noun1 and -PRON- for the value that have the most start propn2 in propn3 ?    select start_station_name , start_station_id from trip where start_date like value group by start_station_name order by count ( * ) desc limit value 
which noun0 travel the most often in noun1 propn2 value ?    select bike_id from trip where zip_code = value group by bike_id order by count ( * ) desc limit value 
what be the -PRON- of the noun0 that travel the most in value ?    select bike_id from trip where zip_code = value group by bike_id order by count ( * ) desc limit value 
how many noun0 have both propn1 noun2 above value and propn3 noun4 above value ?    select count ( * ) from weather where mean_humidity > value and mean_visibility_miles > value 
what be the noun0 of noun1 that have an average noun2 above value and an average noun3 above value ?    select count ( * ) from weather where mean_humidity > value and mean_visibility_miles > value 
what be the propn0 , propn1 , noun2 of the noun3 from which the short noun4 start ?    select t1 . lat , t1 . long , t1 . noun2 from noun3 as t1 join noun4 as t2 on t1 . -PRON- = t2 . start_station_id order by t2 . duration limit value 
what be the propn0 , propn1 , and noun2 of the noun3 from which the noun4 with small noun5 start ?    select t1 . lat , t1 . long , t1 . noun2 from noun3 as t1 join noun4 as t2 on t1 . -PRON- = t2 . start_station_id order by t2 . noun5 limit value 
what be the propn0 of noun1 that be locate in propn2 propn3 and have average noun4 noun5 above value .    select -PRON- from noun1 where city = value intersect select station_id from status group by station_id have avg ( bikes_available ) > value 
what be the propn0 of the noun1 in propn2 propn3 that normally have more than value noun4 available ?    select -PRON- from noun1 where city = value intersect select station_id from status group by station_id have avg ( bikes_available ) > value 
what be the noun0 and propn1 of noun2 that have more than value noun3 available on average or be instal in propn4 ?    select t1 . noun0 , t1 . -PRON- from noun2 as t1 join status as t2 on t1 . -PRON- = t2 . station_id group by t2 . station_id have avg ( t2 . bikes_available ) > value union select noun0 , -PRON- from noun2 where installation_date like value 
what be the noun0 and propn1 of all noun2 that have more than value noun3 available on average or have noun4 instal in propn5 ?    select t1 . noun0 , t1 . -PRON- from noun2 as t1 join status as t2 on t1 . -PRON- = t2 . station_id group by t2 . station_id have avg ( t2 . bikes_available ) > value union select noun0 , -PRON- from noun2 where installation_date like value 
what be the 3 most common propn0 noun1 noun2 in the noun3 of noun4 propn5 value ?    select cloud_cover from weather where zip_code = value group by cloud_cover order by count ( * ) desc limit value 
what be the 3 most common propn0 noun1 in the noun2 propn3 of value ?    select cloud_cover from weather where zip_code = value group by cloud_cover order by count ( * ) desc limit value 
what be the noun0 propn1 in which the average propn2 noun3 noun4 noun5 be the low ?    select zip_code from weather group by zip_code order by avg ( mean_sea_level_pressure_inche ) limit value 
what be the noun0 propn1 that have the low average propn2 noun3 noun4 noun5 ?    select zip_code from weather group by zip_code order by avg ( mean_sea_level_pressure_inche ) limit value 
what be the average noun0 noun1 in noun2 that be not locate in propn3 propn4 ?    select avg ( bikes_available ) from status where station_id not in ( select -PRON- from noun2 where city = value ) 
what be the average noun0 noun1 for noun2 not in propn3 propn4 ?    select avg ( bikes_available ) from status where station_id not in ( select -PRON- from noun2 where city = value ) 
what be the average propn0 of noun1 that never have noun2 noun3 more than value ?    select avg ( long ) from noun1 where -PRON- not in ( select station_id from status group by station_id have max ( bikes_available ) > value ) 
what be the propn0 propn1 for all noun2 that have never have more than value noun3 available ?    select avg ( long ) from noun2 where -PRON- not in ( select station_id from status group by station_id have max ( bikes_available ) > value ) 
when and in what noun0 propn1 do propn2 noun3 reach value ?    select date , zip_code from weather where max_temperature_f > = value 
what noun0 noun1 have a noun2 with a propn3 noun4 great than or equal to value and when do -PRON- reach that noun5 ?    select date , zip_code from weather where max_temperature_f > = value 
give -PRON- propn0 for all the noun1 that take noun2 in a noun3 propn4 noun5 with average propn6 noun7 above value .    select t1 . -PRON- from noun1 as t1 join weather as t2 on t1 . zip_code = t2 . zip_code group by t2 . zip_code have avg ( t2 . mean_temperature_f ) > value 
for each noun0 propn1 , find the propn2 of all propn3 that have a high average propn4 noun5 above value ?    select t1 . -PRON- from trip as t1 join weather as t2 on t1 . zip_code = t2 . zip_code group by t2 . zip_code have avg ( t2 . mean_temperature_f ) > value 
for each noun0 propn1 , noun2 how many noun3 propn4 noun5 noun6 reach value ?    select zip_code , count ( * ) from weather where max_wind_speed_mph > = value group by zip_code 
for each noun0 propn1 , how many noun2 have the maximum noun3 noun4 reach value propn5 ?    select zip_code , count ( * ) from weather where max_wind_speed_mph > = value group by zip_code 
on which noun0 and in which noun1 propn2 be the propn3 noun4 noun5 low than any noun6 in noun7 propn8 value ?    select date , zip_code from weather where min_dew_point_f < ( select min ( min_dew_point_f ) from weather where zip_code = value ) 
which noun0 have a minimum noun1 noun2 small than any noun3 in noun4 propn5 value , and in which noun6 noun7 be those noun8 take ?    select date , zip_code from weather where min_dew_point_f < ( select min ( min_dew_point_f ) from weather where zip_code = value ) 
for each noun0 , noun1 -PRON- end noun2 's noun3 noun4 .    select t1 . -PRON- , t2 . installation_date from noun0 as t1 join noun2 as t2 on t1 . end_station_id = t2 . -PRON- 
what be the noun0 noun1 for each end noun2 on all the propn3 ?    select t1 . -PRON- , t2 . installation_date from trip as t1 join noun2 as t2 on t1 . end_station_id = t2 . -PRON- 
which noun0 start from the noun1 with the large noun2 propn3 ? give -PRON- the noun4 -PRON- .    select t1 . -PRON- from noun4 as t1 join noun1 as t2 on t1 . start_station_id = t2 . -PRON- order by t2 . dock_count desc limit value 
what be the -PRON- of the noun0 that start from the noun1 with the high noun2 propn3 ?    select t1 . -PRON- from noun0 as t1 join noun1 as t2 on t1 . start_station_id = t2 . -PRON- order by t2 . dock_count desc limit value 
propn0 the noun1 of propn2 that do not noun3 in propn4 propn5 noun6 .    select count ( * ) from trip as t1 join station as t2 on t1 . end_station_id = t2 . -PRON- where t2 . noun6 ! = value 
how many propn0 do not noun1 in propn2 propn3 ?    select count ( * ) from trip as t1 join station as t2 on t1 . end_station_id = t2 . -PRON- where t2 . city ! = value 
in noun0 propn1 value , on which noun2 neither noun3 nor noun4 be not observe ?    select date from weather where zip_code = value and event ! = value and event ! = value 
on which noun0 have -PRON- neither be foggy nor rain in the noun1 propn2 of value ?    select date from weather where zip_code = value and event ! = value and event ! = value 
what be the propn0 of noun1 that have propn2 above value and never have noun3 noun4 below 7 ?    select -PRON- from noun1 where lat > value except select station_id from status group by station_id have min ( bikes_available ) < value 
what be the propn0 of all noun1 that have a propn2 above value and have never have less than 7 noun3 available ?    select -PRON- from noun1 where lat > value except select station_id from status group by station_id have min ( bikes_available ) < value 
what be noun0 of noun1 that have average noun2 noun3 above value and be not locate in propn4 propn5 noun6 ?    select t1 . noun0 from noun1 as t1 join status as t2 on t1 . -PRON- = t2 . station_id group by t2 . station_id have avg ( bikes_available ) > value except select noun0 from noun1 where noun6 = value 
what be the noun0 of all noun1 that have more than value noun2 available and be not locate in propn3 propn4 ?    select t1 . noun0 from noun1 as t1 join status as t2 on t1 . -PRON- = t2 . station_id group by t2 . station_id have avg ( bikes_available ) > value except select noun0 from noun1 where city = value 
what be the noun0 , propn1 , and noun2 of the noun3 with the low propn4 ?    select noun0 , lat , noun2 from noun3 order by lat limit value 
what be the noun0 , propn1 , and noun2 of the noun3 that be locate the propn4 propn5 ?    select noun0 , lat , noun2 from noun3 order by lat limit value 
what be the noun0 , propn1 noun2 and propn3 noun4 for the propn5 3 noun6 with the large propn7 propn8 noun9 ?    select date , mean_temperature_f , mean_humidity from weather order by max_gust_speed_mph desc limit value 
what be the noun0 , average noun1 and propn2 noun3 for the noun4 with the 3 large maximum propn5 noun6 ?    select date , mean_temperature_f , mean_humidity from weather order by max_gust_speed_mph desc limit value 
noun0 the noun1 and the noun2 of noun3 for all the noun4 that have at least value noun5 .    select noun4 , count ( * ) from noun5 group by noun4 have count ( * ) > = value 
what be the noun0 of every noun1 that have at least value noun2 and how many noun3 do -PRON- have ?    select noun1 , count ( * ) from noun3 group by noun1 have count ( * ) > = value 
find the propn0 and noun1 of noun2 from which at least value propn3 start .    select start_station_id , start_station_name from trip group by start_station_name have count ( * ) > = value 
what be the propn0 and noun1 of all start noun2 that be the begin of at least value propn3 ?    select start_station_id , start_station_name from trip group by start_station_name have count ( * ) > = value 
find the noun0 propn1 in which the average propn2 noun3 be low than value .    select zip_code from weather group by zip_code have avg ( mean_visibility_miles ) < value 
for each noun0 propn1 , select all those that have an average propn2 noun3 below value .    select zip_code from weather group by zip_code have avg ( mean_visibility_miles ) < value 
noun0 all the noun1 in a decrease noun2 of each noun3 's noun4 ' high propn5 .    select noun3 from noun4 group by noun3 noun2 by max ( lat ) desc 
for each noun0 , noun1 -PRON- noun2 in decrease noun3 by -PRON- high noun4 propn5 .    select noun0 from noun4 group by noun0 noun3 by max ( lat ) desc 
what be the noun0 that have the propn1 5 propn2 noun3 noun4 ? also tell -PRON- the propn5 noun6 noun7 .    select date , cloud_cover from weather order by cloud_cover desc limit value 
what be the noun0 that have the 5 high propn1 noun2 noun3 and what be the noun4 ?    select date , cloud_cover from weather order by cloud_cover desc limit value 
what be the propn0 and noun1 of the propn2 with the propn3 3 noun4 ?    select -PRON- , noun4 from trip order by noun4 desc limit value 
what be the propn0 of the propn1 that last the long and how long do -PRON- last ?    select -PRON- , duration from trip order by duration desc limit value 
for each noun0 , noun1 -PRON- propn2 and the average noun3 of propn4 that start from the noun5 .    select t1 . name , t1 . long , avg ( t2 . noun3 ) from noun5 as t1 join trip as t2 on t1 . -PRON- = t2 . start_station_id group by t2 . start_station_id 
for each start noun0 -PRON- , what be -PRON- noun1 , propn2 and average noun3 of propn4 start there ?    select t1 . noun1 , t1 . long , avg ( t2 . noun3 ) from noun0 as t1 join trip as t2 on t1 . -PRON- = t2 . start_station_id group by t2 . start_station_id 
